Company Name,Job Title,Job Description,Job Location,Job Posting URL,Normalized Salary
Goldman Sachs,Senior Financial Analyst,"We are looking for a Senior Financial Analyst with 6-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards, Valuation, Risk Analysis, Business Intelligence. This role involves working on innovative projects in Finance domain.","Mesa, AZ",https://www.linkedin.com/jobs/view/990385/?trk=jobs_biz_prem_srch,130000
AECOM,Junior Civil Engineer,"We are looking for a Junior Civil Engineer with 0-3 years of experience. The candidate should possess Diploma in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying. This role involves working on innovative projects in Construction domain.","Jacksonville, FL",https://www.linkedin.com/jobs/view/977978/?trk=jobs_biz_prem_srch,55000
Spotify,Director of Marketing,"We are looking for a Director of Marketing with 8+ years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management, Market Research, Budgeting, Agency Oversight, Executive Reporting. This role involves working on innovative projects in Marketing domain.","Austin, TX",https://www.linkedin.com/jobs/view/912446/?trk=jobs_biz_prem_srch,155000
Walmart,Retail Store Manager,"We are looking for a Retail Store Manager with 3-7 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication, Scheduling, Sales Reporting, Vendor Coordination, Customer Satisfaction. This role involves working on innovative projects in Retail domain.","Sacramento, CA",https://www.linkedin.com/jobs/view/903015/?trk=jobs_biz_prem_srch,58000
edX,Education Operations Manager,"We are looking for a Education Operations Manager with 6+ years of experience. The candidate should possess MBA and demonstrate strong skills in Student Guidance, Assessment Writing, Career Advice, Enrollment, eLearning, Learning Objectives, LMS Tools, Syllabus Design, Education Standards, Timetable Management, Budgeting, Staff Allocation, Facilities Oversight. This role involves working on innovative projects in Education domain.","Las Vegas, NV",https://www.linkedin.com/jobs/view/977753/?trk=jobs_biz_prem_srch,94000
Amazon,Data Scientist,"We are looking for a Data Scientist with 3-8 years of experience. The candidate should possess Bachelors in Data Science and demonstrate strong skills in Python, SQL, Pandas, Data Cleaning, Exploratory Data Analysis, Regression, Classification, Scikit-learn. This role involves working on innovative projects in Technology domain.","Washington, DC",https://www.linkedin.com/jobs/view/924084/?trk=jobs_biz_prem_srch,113000
Cisco,DevOps Architect,"We are looking for a DevOps Architect with 8+ years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in Linux, Docker, AWS, CI/CD, Terraform, Monitoring, Ansible, GCP, Kubernetes, Cloud Architecture, Security, Infrastructure as Code, Multi-Cloud. This role involves working on innovative projects in Technology domain.","Oakland, CA",https://www.linkedin.com/jobs/view/976040/?trk=jobs_biz_prem_srch,222000
Figma,Senior UI/UX Designer,"We are looking for a Senior UI/UX Designer with 4-9 years of experience. The candidate should possess Masters in Design and demonstrate strong skills in Figma, Sketch, Typography, Wireframing, Brand Guidelines, Information Architecture, Design Thinking, Accessibility, Usability Testing. This role involves working on innovative projects in Design domain.","Nashville, TN",https://www.linkedin.com/jobs/view/994025/?trk=jobs_biz_prem_srch,96000
Canva,Senior UI/UX Designer,"We are looking for a Senior UI/UX Designer with 4-9 years of experience. The candidate should possess Masters in Design and demonstrate strong skills in Figma, Sketch, Typography, Wireframing, Brand Guidelines, Information Architecture, Design Thinking, Accessibility, Usability Testing. This role involves working on innovative projects in Design domain.","Columbus, OH",https://www.linkedin.com/jobs/view/908080/?trk=jobs_biz_prem_srch,103000
Apple,Product Manager,"We are looking for a Product Manager with 3-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Agile, Product Roadmap, User Stories, Backlog Grooming, Strategy, Market Research, Go-to-Market, Cross-functional Leadership. This role involves working on innovative projects in Technology domain.","Virginia Beach, VA",https://www.linkedin.com/jobs/view/936218/?trk=jobs_biz_prem_srch,170000
BambooHR,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","Mesa, AZ",https://www.linkedin.com/jobs/view/915529/?trk=jobs_biz_prem_srch,134000
TikTok,Director of Marketing,"We are looking for a Director of Marketing with 8+ years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management, Market Research, Budgeting, Agency Oversight, Executive Reporting. This role involves working on innovative projects in Marketing domain.","Austin, TX",https://www.linkedin.com/jobs/view/932614/?trk=jobs_biz_prem_srch,105000
Skadden,Senior Counsel,"We are looking for a Senior Counsel with 8-14 years of experience. The candidate should possess Masters in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law, Mergers & Acquisitions, Negotiations, Regulatory Compliance. This role involves working on innovative projects in Legal domain.","Charlotte, NC",https://www.linkedin.com/jobs/view/925090/?trk=jobs_biz_prem_srch,126000
IBM,DevOps Engineer,"We are looking for a DevOps Engineer with 0-4 years of experience. The candidate should possess Bachelors in Computer Science and demonstrate strong skills in Linux, Docker, AWS, CI/CD. This role involves working on innovative projects in Technology domain.","Colorado Springs, CO",https://www.linkedin.com/jobs/view/985660/?trk=jobs_biz_prem_srch,67000
Meta,Software Architect,"We are looking for a Software Architect with 11+ years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git, Java, Spring Boot, SQL, REST APIs, C#, .NET, Microservices, Docker, Kubernetes, System Design, Architecture Patterns, CI/CD, AWS, Scalability. This role involves working on innovative projects in Technology domain.","Houston, TX",https://www.linkedin.com/jobs/view/990835/?trk=jobs_biz_prem_srch,252000
Jacobs Engineering,Senior Civil Engineer,"We are looking for a Senior Civil Engineer with 7-12 years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing. This role involves working on innovative projects in Construction domain.","Oklahoma City, OK",https://www.linkedin.com/jobs/view/935927/?trk=jobs_biz_prem_srch,111000
AECOM,Senior Civil Engineer,"We are looking for a Senior Civil Engineer with 7-12 years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing. This role involves working on innovative projects in Construction domain.","Las Vegas, NV",https://www.linkedin.com/jobs/view/909771/?trk=jobs_biz_prem_srch,100000
Goldman Sachs,Financial Analyst,"We are looking for a Financial Analyst with 3-6 years of experience. The candidate should possess BBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards. This role involves working on innovative projects in Finance domain.","Omaha, NE",https://www.linkedin.com/jobs/view/966688/?trk=jobs_biz_prem_srch,105000
Citibank,Finance Director,"We are looking for a Finance Director with 10+ years of experience. The candidate should possess MBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards, Valuation, Risk Analysis, Business Intelligence, Budget Oversight, P&L Management, Investment Strategy. This role involves working on innovative projects in Finance domain.","Philadelphia, PA",https://www.linkedin.com/jobs/view/901642/?trk=jobs_biz_prem_srch,171000
Kirkland & Ellis,Associate Attorney,"We are looking for a Associate Attorney with 3-8 years of experience. The candidate should possess Bachelors in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law. This role involves working on innovative projects in Legal domain.","San Francisco, CA",https://www.linkedin.com/jobs/view/916756/?trk=jobs_biz_prem_srch,90000
Cisco,Software Engineer,"We are looking for a Software Engineer with 2-6 years of experience. The candidate should possess Bachelors in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git, Java, Spring Boot, SQL, REST APIs. This role involves working on innovative projects in Technology domain.","El Paso, TX",https://www.linkedin.com/jobs/view/933382/?trk=jobs_biz_prem_srch,116000
Amazon,Data Scientist,"We are looking for a Data Scientist with 3-8 years of experience. The candidate should possess Bachelors in Data Science and demonstrate strong skills in Python, SQL, Pandas, Data Cleaning, Exploratory Data Analysis, Regression, Classification, Scikit-learn. This role involves working on innovative projects in Technology domain.","San Francisco, CA",https://www.linkedin.com/jobs/view/971901/?trk=jobs_biz_prem_srch,140000
BambooHR,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","Mesa, AZ",https://www.linkedin.com/jobs/view/959444/?trk=jobs_biz_prem_srch,129000
Kirkland & Ellis,Director of Legal Affairs,"We are looking for a Director of Legal Affairs with 14+ years of experience. The candidate should possess Masters in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law, Mergers & Acquisitions, Negotiations, Regulatory Compliance, Corporate Governance, Legal Strategy, Risk Mitigation. This role involves working on innovative projects in Legal domain.","Long Beach, CA",https://www.linkedin.com/jobs/view/965877/?trk=jobs_biz_prem_srch,166000
Genentech,Pharma R&D Director,"We are looking for a Pharma R&D Director with 11+ years of experience. The candidate should possess Doctor of Pharmacy and demonstrate strong skills in Medical Product Knowledge, CRM, Territory Management, Clinical Trials, Adverse Event Reporting, GMP Compliance, Audits, Regulatory Submissions, Pipeline Strategy, Lab Management, Innovation Oversight. This role involves working on innovative projects in Pharmaceutical domain.","Raleigh, NC",https://www.linkedin.com/jobs/view/904005/?trk=jobs_biz_prem_srch,162000
HDR,Senior Civil Engineer,"We are looking for a Senior Civil Engineer with 7-12 years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing. This role involves working on innovative projects in Construction domain.","Denver, CO",https://www.linkedin.com/jobs/view/906073/?trk=jobs_biz_prem_srch,98000
Moderna,Clinical Operations Manager,"We are looking for a Clinical Operations Manager with 4-8 years of experience. The candidate should possess Masters in Health Administration and demonstrate strong skills in Medical Terminology, Electronic Health Records (EHR), HIPAA Compliance, Data Entry, ICD Coding, Clinical Workflow Optimization, Staff Coordination, Healthcare Compliance, EHR Oversight, Process Improvement. This role involves working on innovative projects in Healthcare domain.","Chicago, IL",https://www.linkedin.com/jobs/view/947593/?trk=jobs_biz_prem_srch,102000
Bechtel,Construction Project Manager,"We are looking for a Construction Project Manager with 12+ years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing, Vendor Management, Scheduling, Contracting. This role involves working on innovative projects in Construction domain.","Mesa, AZ",https://www.linkedin.com/jobs/view/923825/?trk=jobs_biz_prem_srch,149000
Atlassian,Software Architect,"We are looking for a Software Architect with 11+ years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git, Java, Spring Boot, SQL, REST APIs, C#, .NET, Microservices, Docker, Kubernetes, System Design, Architecture Patterns, CI/CD, AWS, Scalability. This role involves working on innovative projects in Technology domain.","Phoenix, AZ",https://www.linkedin.com/jobs/view/958320/?trk=jobs_biz_prem_srch,236000
edX,Academic Counselor,"We are looking for a Academic Counselor with 0-3 years of experience. The candidate should possess Bachelors in Education and demonstrate strong skills in Student Guidance, Assessment Writing, Career Advice, Enrollment. This role involves working on innovative projects in Education domain.","New York, NY",https://www.linkedin.com/jobs/view/985445/?trk=jobs_biz_prem_srch,56000
Target,Retail Store Manager,"We are looking for a Retail Store Manager with 3-7 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication, Scheduling, Sales Reporting, Vendor Coordination, Customer Satisfaction. This role involves working on innovative projects in Retail domain.","Raleigh, NC",https://www.linkedin.com/jobs/view/939884/?trk=jobs_biz_prem_srch,72000
Kirkland & Ellis,Senior Counsel,"We are looking for a Senior Counsel with 8-14 years of experience. The candidate should possess Masters in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law, Mergers & Acquisitions, Negotiations, Regulatory Compliance. This role involves working on innovative projects in Legal domain.","San Diego, CA",https://www.linkedin.com/jobs/view/909087/?trk=jobs_biz_prem_srch,125000
ADP,HR Coordinator,"We are looking for a HR Coordinator with 0-2 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files. This role involves working on innovative projects in HR domain.","Portland, OR",https://www.linkedin.com/jobs/view/976695/?trk=jobs_biz_prem_srch,55000
Skadden,Director of Legal Affairs,"We are looking for a Director of Legal Affairs with 14+ years of experience. The candidate should possess Masters in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law, Mergers & Acquisitions, Negotiations, Regulatory Compliance, Corporate Governance, Legal Strategy, Risk Mitigation. This role involves working on innovative projects in Legal domain.","Detroit, MI",https://www.linkedin.com/jobs/view/917683/?trk=jobs_biz_prem_srch,175000
IBM,Software Architect,"We are looking for a Software Architect with 11+ years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git, Java, Spring Boot, SQL, REST APIs, C#, .NET, Microservices, Docker, Kubernetes, System Design, Architecture Patterns, CI/CD, AWS, Scalability. This role involves working on innovative projects in Technology domain.","El Paso, TX",https://www.linkedin.com/jobs/view/981048/?trk=jobs_biz_prem_srch,257000
ADP,HR Manager,"We are looking for a HR Manager with 5-9 years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership. This role involves working on innovative projects in HR domain.","Kansas City, MO",https://www.linkedin.com/jobs/view/918962/?trk=jobs_biz_prem_srch,101000
Spotify,Director of Marketing,"We are looking for a Director of Marketing with 8+ years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management, Market Research, Budgeting, Agency Oversight, Executive Reporting. This role involves working on innovative projects in Marketing domain.","Louisville, KY",https://www.linkedin.com/jobs/view/936971/?trk=jobs_biz_prem_srch,130000
Fantasy Interactive,Senior UI/UX Designer,"We are looking for a Senior UI/UX Designer with 4-9 years of experience. The candidate should possess Masters in Design and demonstrate strong skills in Figma, Sketch, Typography, Wireframing, Brand Guidelines, Information Architecture, Design Thinking, Accessibility, Usability Testing. This role involves working on innovative projects in Design domain.","Tulsa, OK",https://www.linkedin.com/jobs/view/911903/?trk=jobs_biz_prem_srch,110000
Cisco,Machine Learning Architect,"We are looking for a Machine Learning Architect with 6-12 years of experience. The candidate should possess Masters in AI and demonstrate strong skills in Python, Pandas, Exploratory Data Analysis, Regression, Classification, Scikit-learn, PyTorch, Big Data, Model DeploymentNeural Networks, NLP, TensorFlow, ML Pipelines, AWS, GCP, AI Strategy. This role involves working on innovative projects in Technology domain.","Louisville, KY",https://www.linkedin.com/jobs/view/984323/?trk=jobs_biz_prem_srch,193000
Citibank,Senior Financial Analyst,"We are looking for a Senior Financial Analyst with 6-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards, Valuation, Risk Analysis, Business Intelligence. This role involves working on innovative projects in Finance domain.","Los Angeles, CA",https://www.linkedin.com/jobs/view/927882/?trk=jobs_biz_prem_srch,113000
NVIDIA,Junior Software Engineer,"We are looking for a Junior Software Engineer with 0-2 years of experience. The candidate should possess Bachelors in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git. This role involves working on innovative projects in Technology domain.","Albuquerque, NM",https://www.linkedin.com/jobs/view/991171/?trk=jobs_biz_prem_srch,78000
Walmart,Retail Store Manager,"We are looking for a Retail Store Manager with 3-7 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication, Scheduling, Sales Reporting, Vendor Coordination, Customer Satisfaction. This role involves working on innovative projects in Retail domain.","Tampa, FL",https://www.linkedin.com/jobs/view/976395/?trk=jobs_biz_prem_srch,71000
Citibank,Finance Associate,"We are looking for a Finance Associate with 0-3 years of experience. The candidate should possess BBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel. This role involves working on innovative projects in Finance domain.","Fresno, CA",https://www.linkedin.com/jobs/view/934141/?trk=jobs_biz_prem_srch,66000
Spotify,Marketing Manager,"We are looking for a Marketing Manager with 4-8 years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management. This role involves working on innovative projects in Marketing domain.","Washington, DC",https://www.linkedin.com/jobs/view/973979/?trk=jobs_biz_prem_srch,74000
TikTok,Marketing Manager,"We are looking for a Marketing Manager with 4-8 years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management. This role involves working on innovative projects in Marketing domain.","Memphis, TN",https://www.linkedin.com/jobs/view/922442/?trk=jobs_biz_prem_srch,94000
Costco,Retail Store Manager,"We are looking for a Retail Store Manager with 3-7 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication, Scheduling, Sales Reporting, Vendor Coordination, Customer Satisfaction. This role involves working on innovative projects in Retail domain.","Jacksonville, FL",https://www.linkedin.com/jobs/view/959788/?trk=jobs_biz_prem_srch,59000
Workday,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","Austin, TX",https://www.linkedin.com/jobs/view/917782/?trk=jobs_biz_prem_srch,126000
OpenAI,DevOps Architect,"We are looking for a DevOps Architect with 8+ years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in Linux, Docker, AWS, CI/CD, Terraform, Monitoring, Ansible, GCP, Kubernetes, Cloud Architecture, Security, Infrastructure as Code, Multi-Cloud. This role involves working on innovative projects in Technology domain.","Washington, DC",https://www.linkedin.com/jobs/view/974350/?trk=jobs_biz_prem_srch,251000
Figma,Senior UI/UX Designer,"We are looking for a Senior UI/UX Designer with 4-9 years of experience. The candidate should possess Masters in Design and demonstrate strong skills in Figma, Sketch, Typography, Wireframing, Brand Guidelines, Information Architecture, Design Thinking, Accessibility, Usability Testing. This role involves working on innovative projects in Design domain.","Memphis, TN",https://www.linkedin.com/jobs/view/940710/?trk=jobs_biz_prem_srch,90000
Cisco,Machine Learning Architect,"We are looking for a Machine Learning Architect with 6-12 years of experience. The candidate should possess Masters in AI and demonstrate strong skills in Python, Pandas, Exploratory Data Analysis, Regression, Classification, Scikit-learn, PyTorch, Big Data, Model DeploymentNeural Networks, NLP, TensorFlow, ML Pipelines, AWS, GCP, AI Strategy. This role involves working on innovative projects in Technology domain.","Oklahoma City, OK",https://www.linkedin.com/jobs/view/932381/?trk=jobs_biz_prem_srch,172000
Apple,Vice President of Product Management,"We are looking for a Vice President of Product Management with 10+ years of experience. The candidate should possess MBA and demonstrate strong skills in Agile, Product Roadmap, User Stories, Backlog Grooming, Strategy, Market Research, Go-to-Market, Cross-functional Leadership, Vision Setting, Stakeholder Communication, Portfolio Management, Executive Alignment. This role involves working on innovative projects in Technology domain.","Washington, DC",https://www.linkedin.com/jobs/view/917464/?trk=jobs_biz_prem_srch,254000
JPMorgan Chase,Senior Financial Analyst,"We are looking for a Senior Financial Analyst with 6-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards, Valuation, Risk Analysis, Business Intelligence. This role involves working on innovative projects in Finance domain.","Detroit, MI",https://www.linkedin.com/jobs/view/909190/?trk=jobs_biz_prem_srch,120000
Cisco,Senior DevOps Engineer,"We are looking for a Senior DevOps Engineer with 4-8 years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in Linux, Docker, AWS, CI/CD, Terraform, Monitoring, Ansible, GCP, Kubernetes. This role involves working on innovative projects in Technology domain.","Virginia Beach, VA",https://www.linkedin.com/jobs/view/936425/?trk=jobs_biz_prem_srch,164000
Fantasy Interactive,Creative Director,"We are looking for a Creative Director with 9+ years of experience. The candidate should possess Masters in Design and demonstrate strong skills in Figma, Sketch, Typography, Wireframing, Brand Guidelines, Information Architecture, Design Thinking, Accessibility, Usability Testing, User Research, Art Direction, Brand Vision, Team Management. This role involves working on innovative projects in Design domain.","Dallas, TX",https://www.linkedin.com/jobs/view/965597/?trk=jobs_biz_prem_srch,146000
Canva,Creative Director,"We are looking for a Creative Director with 9+ years of experience. The candidate should possess Masters in Design and demonstrate strong skills in Figma, Sketch, Typography, Wireframing, Brand Guidelines, Information Architecture, Design Thinking, Accessibility, Usability Testing, User Research, Art Direction, Brand Vision, Team Management. This role involves working on innovative projects in Design domain.","Portland, OR",https://www.linkedin.com/jobs/view/979771/?trk=jobs_biz_prem_srch,144000
Udemy,Curriculum Developer,"We are looking for a Curriculum Developer with 3-6 years of experience. The candidate should possess Masters in Education and demonstrate strong skills in Student Guidance, Assessment Writing, Career Advice, Enrollment, eLearning, Learning Objectives, LMS Tools, Syllabus Design, Education Standards. This role involves working on innovative projects in Education domain.","Oakland, CA",https://www.linkedin.com/jobs/view/970640/?trk=jobs_biz_prem_srch,62000
BambooHR,HR Generalist,"We are looking for a HR Generalist with 2-5 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations. This role involves working on innovative projects in HR domain.","El Paso, TX",https://www.linkedin.com/jobs/view/914551/?trk=jobs_biz_prem_srch,63000
Workday,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","Charlotte, NC",https://www.linkedin.com/jobs/view/945411/?trk=jobs_biz_prem_srch,120000
Best Buy,Retail Store Manager,"We are looking for a Retail Store Manager with 3-7 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication, Scheduling, Sales Reporting, Vendor Coordination, Customer Satisfaction. This role involves working on innovative projects in Retail domain.","Omaha, NE",https://www.linkedin.com/jobs/view/950593/?trk=jobs_biz_prem_srch,63000
Microsoft,AI Research Scientist,"We are looking for a AI Research Scientist with 12+ years of experience. The candidate should possess Doctorate in AI and demonstrate strong skills in Python, Pandas, Exploratory Data Analysis, Regression, Classification, Scikit-learn, PyTorch, Big Data, Model DeploymentNeural Networks, NLP, TensorFlow, ML Pipelines, AWS, GCP, AI Strategy, Generative AI, Transformer Models, Reinforcement Learning, Research Publications. This role involves working on innovative projects in Technology domain.","Portland, OR",https://www.linkedin.com/jobs/view/900429/?trk=jobs_biz_prem_srch,302000
Workday,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","Tampa, FL",https://www.linkedin.com/jobs/view/980462/?trk=jobs_biz_prem_srch,144000
Cisco,Junior Data Scientist,"We are looking for a Junior Data Scientist with 0-3 years of experience. The candidate should possess Bachelors in Data Science and demonstrate strong skills in Python, SQL, Pandas, Data Cleaning. This role involves working on innovative projects in Technology domain.","Kansas City, MO",https://www.linkedin.com/jobs/view/939368/?trk=jobs_biz_prem_srch,97000
Walmart,Retail Store Manager,"We are looking for a Retail Store Manager with 3-7 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication, Scheduling, Sales Reporting, Vendor Coordination, Customer Satisfaction. This role involves working on innovative projects in Retail domain.","Portland, OR",https://www.linkedin.com/jobs/view/957148/?trk=jobs_biz_prem_srch,56000
Walmart,Retail Sales Associate,"We are looking for a Retail Sales Associate with 0-3 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication. This role involves working on innovative projects in Retail domain.","Kansas City, MO",https://www.linkedin.com/jobs/view/906818/?trk=jobs_biz_prem_srch,48000
AECOM,Senior Civil Engineer,"We are looking for a Senior Civil Engineer with 7-12 years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing. This role involves working on innovative projects in Construction domain.","New York, NY",https://www.linkedin.com/jobs/view/929906/?trk=jobs_biz_prem_srch,95000
Kirkland & Ellis,Associate Attorney,"We are looking for a Associate Attorney with 3-8 years of experience. The candidate should possess Bachelors in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law. This role involves working on innovative projects in Legal domain.","Portland, OR",https://www.linkedin.com/jobs/view/972116/?trk=jobs_biz_prem_srch,61000
Meta,Associate Product Manager,"We are looking for a Associate Product Manager with 0-3 years of experience. The candidate should possess BBA and demonstrate strong skills in Agile, Product Roadmap, User Stories, Backlog Grooming. This role involves working on innovative projects in Technology domain.","Los Angeles, CA",https://www.linkedin.com/jobs/view/988455/?trk=jobs_biz_prem_srch,90000
Skadden,Senior Counsel,"We are looking for a Senior Counsel with 8-14 years of experience. The candidate should possess Masters in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law, Mergers & Acquisitions, Negotiations, Regulatory Compliance. This role involves working on innovative projects in Legal domain.","Detroit, MI",https://www.linkedin.com/jobs/view/936163/?trk=jobs_biz_prem_srch,118000
Jacobs Engineering,Construction Project Manager,"We are looking for a Construction Project Manager with 12+ years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing, Vendor Management, Scheduling, Contracting. This role involves working on innovative projects in Construction domain.","San Antonio, TX",https://www.linkedin.com/jobs/view/973842/?trk=jobs_biz_prem_srch,121000
Amgen,Pharma Quality Manager,"We are looking for a Pharma Quality Manager with 5-11 years of experience. The candidate should possess Doctor of Pharmacy and demonstrate strong skills in Medical Product Knowledge, CRM, Territory Management, Clinical Trials, Adverse Event Reporting, GMP Compliance, Audits, Regulatory Submissions. This role involves working on innovative projects in Pharmaceutical domain.","Baltimore, MD",https://www.linkedin.com/jobs/view/963108/?trk=jobs_biz_prem_srch,116000
Workday,HR Coordinator,"We are looking for a HR Coordinator with 0-2 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files. This role involves working on innovative projects in HR domain.","Phoenix, AZ",https://www.linkedin.com/jobs/view/942578/?trk=jobs_biz_prem_srch,47000
